Provincia,Partido,Localidad,Link Indec,ADSL,CABLEMODEM,DIAL UP,FIBRA OPTICA,OTROS,SATELITAL,WIMAX,WIRELESS,Total general,Total Conexiones,Porcentaje Fibra Óptica
BUENOS AIRES,Moreno,Francisco Alvarez,6560010,978.0,,10.0,,98.0,,,199.0,"6,98",1285.0,
BUENOS AIRES,Moreno,La Reja,6560010,61.0,,8.0,,493.0,1.0,,190.0,"8,1",753.0,
BUENOS AIRES,Moreno,Moreno,6560010,440.0,,88.0,,268.0,4.0,,719.0,"69,73",1519.0,
BUENOS AIRES,Moreno,Paso Del Rey,6560010,,,,,,3.0,,100.0,"8,88",103.0,
BUENOS AIRES,Moreno,Trujui,6560010,240.0,,14.0,,2.0,,,130.0,"16,49",386.0,
BUENOS AIRES,Morón,Castelar,6568010,6.0,,,,12.0,,,100.0,"30,24",118.0,
BUENOS AIRES,Morón,El Palomar,6568010,198.0,,4.0,,9.0,1.0,,19.0,"13,92",231.0,
BUENOS AIRES,Morón,Haedo,6568010,277.0,,102.0,,107.0,,,33.0,"23,89",519.0,
BUENOS AIRES,Morón,Moron,6568010,844.0,,71.0,,88.0,3.0,,19.0,"47,19",1025.0,
BUENOS AIRES,Morón,Villa Sarmiento,6568010,15.0,,19.0,,,2.0,,91.0,"9,8",127.0,
BUENOS AIRES,Navarro,Las Marianas,6574020,,,,,,,,203.0,203,203.0,
BUENOS AIRES,Navarro,Navarro,6574030,392.0,,3.0,,,1.0,,194.0,"4,32",590.0,
BUENOS AIRES,Navarro,Villa Moll  (Est. Moll),6574040,,,,6.0,,,,167.0,173,173.0,3.4682080924855487
BUENOS AIRES,Navarro,José Juan Almeyra,6574010,,,,,,,,99.0,99,99.0,
BUENOS AIRES,Necochea,Claraz,6581010,,,,,,,,105.0,105,105.0,
BUENOS AIRES,Necochea,Juan N. Fernández,6581030,525.0,,,,,2.0,,113.0,640,640.0,
BUENOS AIRES,Necochea,Necochea - Quequén,6581040,,,155.0,,156.0,1.0,,,"24,54",312.0,
BUENOS AIRES,Necochea,Nicanor Olivera  (Est. La Dulce),6581050,1.0,,2.0,,,,,713.0,716,716.0,
BUENOS AIRES,Necochea,OTROS,Sin Datos,,,,,,,,16.0,16,16.0,
BUENOS AIRES,Necochea,Costa Bonita,6581040,,,,,,,,14.0,14,14.0,
BUENOS AIRES,Necochea,Energía,6581025,,,,,,,,13.0,13,13.0,
BUENOS AIRES,Olavarría,Hinojo,6595060,13.0,,,,,1.0,,,14,14.0,
BUENOS AIRES,Olavarría,Olavarría,6595070,,,6.0,,65.0,5.0,,,"24,34",76.0,
BUENOS AIRES,Olavarría,Sierra Chica,6595100,,510.0,,,,,,,510,510.0,
BUENOS AIRES,Olavarría,Sierras Bayas,6595110,272.0,,1.0,,,,,,273,273.0,
BUENOS AIRES,Olavarría,Villa Alfredo Fortabat,6595120,195.0,,,,,,,,195,195.0,
BUENOS AIRES,Olavarría,Colonia Hinojo,6595070,,,,,,,,1.0,1,1.0,
BUENOS AIRES,OTROS,OTROS,Sin Datos,7.0,,,,,,,,"27,99",7.0,
BUENOS AIRES,Patagones,Bahía San Blas,6602010,,,1.0,,,,,4.0,5,5.0,
BUENOS AIRES,Patagones,Carmen de Patagones,6602030,,,26.0,,29.0,1.0,,13.0,"5,34",69.0,
BUENOS AIRES,Patagones,José B. Casas,6602040,,,,,1.0,,,5.0,6,6.0,
BUENOS AIRES,Patagones,Juan A. Pradere,6602050,,84.0,,,1.0,,,4.0,89,89.0,
BUENOS AIRES,Patagones,Stroeder,6602060,,,1.0,452.0,1.0,,,173.0,627,627.0,72.08931419457734
BUENOS AIRES,Patagones,Villalonga,6602070,117.0,,7.0,749.0,,,,245.0,"1,12",1118.0,66.99463327370304
BUENOS AIRES,Pehuajó,Chiclana,6609080,,,,,,,,9.0,9,9.0,
BUENOS AIRES,Pehuajó,Francisco Madero,6609030,,,1.0,,,,,3.0,4,4.0,
BUENOS AIRES,Pehuajó,Juan José Paso,6609040,,,,28.0,,,,385.0,413,413.0,6.779661016949152
BUENOS AIRES,Pehuajó,Magdala,6609050,,,,,,,,7.0,7,7.0,
BUENOS AIRES,Pehuajó,Mones Cazón,6609060,,,,,,,,3.0,3,3.0,
BUENOS AIRES,Pehuajó,Pehuajó,6609080,,1.0,68.0,5.0,69.0,,,265.0,"4,75",408.0,1.2254901960784315
BUENOS AIRES,Pehuajó,San Esteban,6609020,,,,,,,,3.0,3,3.0,
BUENOS AIRES,Pehuajó,Capitán Castro,6609010,,,,,,,,3.0,3,3.0,
BUENOS AIRES,Pehuajó,Inocencio Sosa,6609035,,,,,,,,3.0,3,3.0,
BUENOS AIRES,Pehuajó,Nueva Plata,6609070,,,,,,,,3.0,3,3.0,
BUENOS AIRES,Pehuajó,San Bernardo  (Est. Guanaco),6609090,,,,,,,,3.0,3,3.0,
BUENOS AIRES,Pellegrini,Pellegrini,6616030,311.0,797.0,5.0,,,3.0,,32.0,"1,15",1148.0,
BUENOS AIRES,Pergamino,Acevedo,6623010,115.0,153.0,,,,,,184.0,452,452.0,
BUENOS AIRES,Pergamino,Fontezuela,6623020,22.0,,,107.0,1.0,,,10.0,140,140.0,76.42857142857142
BUENOS AIRES,Pergamino,Guerrico,6623030,,61.0,,,,1.0,,54.0,116,116.0,
BUENOS AIRES,Pergamino,Juan A. de la Peña,6623040,,,,,,,,51.0,51,51.0,
BUENOS AIRES,Pergamino,Juan Anchorena  (Est. Urquiza),6623050,48.0,,,251.0,2.0,,,15.0,316,316.0,79.43037974683544
BUENOS AIRES,Pergamino,La Violeta,6623060,346.0,,,,,,,,346,346.0,
BUENOS AIRES,Pergamino,Manuel Ocampo,6623070,,,,448.0,,,,44.0,492,492.0,91.05691056910568
BUENOS AIRES,Pergamino,Mariano H. Alfonzo  (Est. San Patricio),6623090,,,,,,1.0,,,1,1.0,
BUENOS AIRES,Pergamino,Pergamino,6623100,,,82.0,,82.0,2.0,,524.0,"23,27",690.0,
BUENOS AIRES,Pergamino,Pinzón,6623110,,,,,,,,1.0,1,1.0,
BUENOS AIRES,Pergamino,Rancagua,6623120,109.0,,,102.0,,,,,211,211.0,48.34123222748815
BUENOS AIRES,Pergamino,Villa San José,6623140,,,,3.0,,,,,3,3.0,100.0
BUENOS AIRES,Pila,Casalins,6630010,,,,,,,,5.0,5,5.0,
BUENOS AIRES,Pila,Pila,6630020,,,1.0,23.0,,,,51.0,75,75.0,30.666666666666664
BUENOS AIRES,Pilar,Del Viso,6638040,,,,17.0,1.0,,,553.0,"22,6",571.0,2.9772329246935203
BUENOS AIRES,Pilar,Fátima,6638040,396.0,84.0,,,,,,1.0,"3,07",481.0,
BUENOS AIRES,Pilar,La Lonja,6638040,,,,20.0,,,,467.0,"5,21",487.0,4.1067761806981515
BUENOS AIRES,Pilar,Los Cachorros,6638040,,,,,,,,,"3,27",0.0,
BUENOS AIRES,Pilar,Manzanares,6638040,,691.0,,3.0,,,,3.0,697,697.0,0.430416068866571
BUENOS AIRES,Pilar,Maquinista F. Savio (oeste),6638040,,,,,,,,54.0,54,54.0,
BUENOS AIRES,Pilar,OTROS,Sin Datos,,1.0,,5.0,,,,268.0,274,274.0,1.824817518248175
BUENOS AIRES,Pilar,Pilar,6638040,,,35.0,,663.0,4.0,90.0,630.0,"43,92",1422.0,
